Limiar	Frequencia	Variancia
1	0	0
2	0	0
3	361	0
4	0	0
5	0	27
6	361	27
7	0	27
8	0	54
9	357	54
10	0	54
11	0	80
12	359	80
13	0	80
14	0	105
15	372	105
16	0	105
17	0	131
18	387	131
19	0	131
20	0	157
21	0	157
22	396	157
23	0	157
24	0	183
25	389	183
26	0	183
27	0	204
28	399	204
29	0	204
30	0	232
31	0	232
32	419	232
33	0	232
34	0	257
35	426	257
36	0	257
37	0	281
38	0	281
39	462	281
40	0	281
41	0	306
42	0	306
43	455	306
44	0	306
45	0	325
46	0	325
47	449	325
48	0	325
49	0	347
50	443	347
51	0	347
52	0	374
53	0	374
54	455	374
55	0	374
56	0	395
57	0	395
58	447	395
59	0	395
60	0	414
61	452	414
62	0	414
63	0	433
64	0	433
65	451	433
66	0	433
67	0	450
68	0	450
69	434	450
70	0	450
71	0	466
72	431	466
73	0	466
74	0	481
75	0	481
76	421	481
77	0	481
78	0	494
79	422	494
80	0	494
81	0	507
82	0	507
83	429	507
84	0	507
85	0	519
86	413	519
87	0	519
88	0	530
89	0	530
90	384	530
91	0	530
92	0	539
93	377	539
94	0	539
95	0	547
96	382	547
97	0	547
98	0	555
99	391	555
100	0	555
101	0	562
102	387	562
103	0	562
104	0	577
105	0	577
106	385	577
107	0	577
108	0	573
109	390	573
110	0	573
111	0	578
112	385	578
113	0	578
114	0	582
115	388	582
116	0	582
117	0	585
118	0	585
119	388	585
120	0	585
121	0	597
122	377	597
123	0	597
124	0	589
125	391	589
126	0	589
127	0	590
128	389	590
129	0	590
130	0	600
131	372	600
132	0	600
133	0	590
134	346	590
135	0	590
136	0	598
137	332	598
138	0	598
139	0	587
140	323	587
141	0	587
142	319	585
143	0	585
144	0	591
145	313	591
146	0	591
147	304	579
148	0	579
149	0	575
150	287	575
151	0	575
152	280	581
153	0	581
154	271	576
155	0	576
156	245	572
157	0	572
158	231	568
159	0	568
160	219	563
161	0	563
162	207	559
163	0	559
164	209	555
165	215	555
166	0	550
167	199	545
168	0	545
169	182	540
170	177	540
171	0	544
172	180	531
173	182	531
174	0	526
175	187	521
176	198	521
177	0	524
178	225	518
179	0	518
180	254	511
181	0	511
182	0	503
183	0	503
184	0	503
185	600	503
186	0	503
187	0	482
188	319	482
189	0	482
190	303	470
191	0	470
192	0	458
193	275	458
194	0	458
195	235	454
196	192	454
197	0	444
198	175	435
199	166	435
200	0	421
201	182	414
202	154	414
203	147	412
204	144	404
205	0	397
206	150	390
207	151	390
208	150	383
209	148	381
210	0	373
211	151	360
212	149	360
213	143	357
214	143	349
215	140	346
216	0	338
217	143	325
218	144	325
219	144	322
220	138	313
221	138	309
222	134	301
223	0	288
224	143	284
225	157	284
226	137	274
227	134	268
228	0	259
229	264	254
230	135	254
231	0	235
232	133	229
233	136	229
234	136	220
235	134	213
236	132	202
237	135	198
238	131	187
239	129	179
240	130	171
241	125	162
242	120	153
243	116	144
244	116	139
245	109	130
246	106	124
247	104	117
248	99	110
249	185	103
250	85	96
251	79	84
252	177	80
253	134	76
254	101	71
255	0	86
