Limiar	Frequencia	Variancia
1	0	0
2	152	0
3	0	0
4	0	11
5	0	11
6	517	11
7	0	11
8	347	47
9	91	47
10	0	70
11	0	76
12	0	76
13	489	76
14	0	76
15	0	109
16	0	109
17	0	109
18	600	109
19	0	109
20	368	149
21	0	149
22	0	169
23	0	169
24	414	169
25	0	169
26	0	197
27	356	197
28	0	197
29	286	215
30	0	215
31	285	231
32	0	231
33	0	246
34	375	246
35	0	246
36	0	271
37	378	271
38	0	271
39	0	286
40	0	286
41	458	286
42	0	286
43	0	309
44	421	309
45	0	309
46	0	335
47	462	335
48	0	335
49	0	357
50	0	357
51	0	357
52	553	357
53	0	357
54	0	381
55	0	381
56	532	381
57	0	381
58	0	404
59	0	404
60	575	404
61	0	404
62	0	420
63	0	420
64	478	420
65	0	420
66	0	438
67	408	438
68	0	438
69	0	459
70	0	459
71	450	459
72	0	459
73	0	467
74	381	467
75	0	467
76	280	486
77	0	486
78	221	487
79	0	487
80	0	501
81	356	501
82	0	501
83	284	503
84	0	503
85	322	518
86	0	518
87	0	526
88	311	526
89	0	526
90	315	533
91	0	533
92	0	532
93	306	532
94	0	532
95	316	547
96	0	547
97	0	553
98	304	553
99	0	553
100	292	558
101	0	558
102	299	563
103	0	563
104	0	567
105	316	567
106	0	567
107	299	572
108	0	572
109	302	575
110	0	575
111	0	579
112	297	579
113	0	579
114	295	581
115	0	581
116	292	584
117	0	584
118	0	595
119	274	595
120	0	595
121	259	587
122	0	587
123	249	589
124	224	589
125	0	599
126	225	599
127	0	599
128	234	600
129	0	600
130	262	590
131	0	590
132	0	599
133	332	599
134	0	599
135	368	599
136	0	599
137	0	588
138	390	588
139	0	588
140	0	595
141	0	595
142	407	595
143	0	595
144	0	592
145	386	592
146	0	592
147	333	579
148	0	579
149	0	575
150	307	575
151	0	575
152	301	581
153	0	581
154	301	577
155	0	577
156	0	572
157	294	572
158	0	572
159	319	558
160	0	558
161	0	561
162	309	561
163	0	561
164	319	555
165	0	555
166	0	549
167	326	549
168	0	549
169	315	541
170	0	541
171	0	534
172	297	534
173	0	534
174	297	526
175	0	526
176	283	518
177	0	518
178	272	519
179	0	519
180	268	510
181	0	510
182	264	502
183	0	502
184	253	494
185	0	494
186	256	485
187	0	485
188	235	476
189	0	476
190	236	468
191	0	468
192	260	459
193	0	459
194	227	456
195	0	456
196	250	447
197	0	447
198	238	437
199	0	437
200	230	427
201	0	427
202	245	417
203	226	417
204	0	406
205	237	396
206	0	396
207	236	385
208	0	385
209	228	374
210	0	374
211	220	368
212	219	368
213	0	357
214	209	346
215	202	346
216	0	335
217	187	329
218	189	329
219	0	319
220	201	313
221	0	313
222	201	301
223	193	301
224	0	289
225	197	278
226	187	278
227	0	269
228	178	258
229	191	258
230	0	246
231	191	237
232	165	237
233	158	228
234	147	217
235	133	209
236	137	201
237	140	191
238	134	187
239	0	176
240	129	170
241	137	170
242	137	160
243	137	153
244	151	143
245	141	137
246	130	126
247	127	118
248	127	109
249	112	102
250	113	95
251	110	88
252	222	82
253	114	77
254	103	72
255	0	88
