Limiar	Frequencia	Variancia
1	0	0
2	155	0
3	87	0
4	0	18
5	117	28
6	0	28
7	0	42
8	269	42
9	0	42
10	0	73
11	0	73
12	0	73
13	0	73
14	444	73
15	0	73
16	0	122
17	0	122
18	0	122
19	0	122
20	0	122
21	542	122
22	0	122
23	0	175
24	0	175
25	0	175
26	0	175
27	0	175
28	0	175
29	600	175
30	0	175
31	0	229
32	0	229
33	0	229
34	0	229
35	0	229
36	594	229
37	0	229
38	0	280
39	0	280
40	0	280
41	0	280
42	406	280
43	0	280
44	0	313
45	250	313
46	0	313
47	165	332
48	104	332
49	0	344
50	163	358
51	62	358
52	67	369
53	70	368
54	68	379
55	62	378
56	130	388
57	52	392
58	52	401
59	131	398
60	0	408
61	87	410
62	94	410
63	100	422
64	0	428
65	106	434
66	114	434
67	0	440
68	128	447
69	129	447
70	0	454
71	134	461
72	0	461
73	131	468
74	0	468
75	142	475
76	140	475
77	0	482
78	139	489
79	0	489
80	130	495
81	0	495
82	129	509
83	130	509
84	0	514
85	127	512
86	121	512
87	0	517
88	126	522
89	0	522
90	132	535
91	128	535
92	0	539
93	138	544
94	0	544
95	139	548
96	0	548
97	141	544
98	0	544
99	134	548
100	130	548
101	0	552
102	126	564
103	0	564
104	123	567
105	123	567
106	0	570
107	119	573
108	121	573
109	0	566
110	119	577
111	119	577
112	0	579
113	132	581
114	0	581
115	118	583
116	116	583
117	0	585
118	117	586
119	117	586
120	0	587
121	120	588
122	121	588
123	0	598
124	119	589
125	120	589
126	0	590
127	131	590
128	0	590
129	136	590
130	0	590
131	140	600
132	139	600
133	0	599
134	136	599
135	0	599
136	139	598
137	0	598
138	141	587
139	0	587
140	142	586
141	0	586
142	143	585
143	143	585
144	0	583
145	143	581
146	0	581
147	143	578
148	0	578
149	146	576
150	0	576
151	150	582
152	0	582
153	153	578
154	0	578
155	148	575
156	0	575
157	146	571
158	0	571
159	145	567
160	0	567
161	146	563
162	142	563
163	0	558
164	137	553
165	0	553
166	134	549
167	0	549
168	133	544
169	130	544
170	0	539
171	127	533
172	0	533
173	130	536
174	127	536
175	0	531
176	129	517
177	0	517
178	131	511
179	123	511
180	0	505
181	119	499
182	120	499
183	0	500
184	121	494
185	0	494
186	120	487
187	122	487
188	0	480
189	117	473
190	111	473
191	107	466
192	0	460
193	105	453
194	97	453
195	95	453
196	0	440
197	91	440
198	88	440
199	90	434
200	92	422
201	90	422
202	85	415
203	83	408
204	85	402
205	0	402
206	85	389
207	91	389
208	96	383
209	104	381
210	0	374
211	110	365
212	119	365
213	0	356
214	122	346
215	119	346
216	0	335
217	115	329
218	101	329
219	90	319
220	75	310
221	72	306
222	66	298
223	69	291
224	62	285
225	115	282
226	57	272
227	55	264
228	110	258
229	53	256
230	105	244
231	53	242
232	105	230
233	53	224
234	105	215
235	54	212
236	52	200
237	116	196
238	52	189
239	99	180
240	49	173
241	98	165
242	49	158
243	99	149
244	94	142
245	46	133
246	89	124
247	85	120
248	80	110
249	79	103
250	73	94
251	69	87
252	69	80
253	78	75
254	94	72
255	0	77
