Limiar	Frequencia	Variancia
1	87	0
2	0	0
3	117	10
4	0	10
5	0	23
6	269	23
7	0	23
8	0	54
9	0	54
10	0	54
11	0	54
12	444	54
13	0	54
14	0	101
15	0	101
16	0	101
17	0	101
18	0	101
19	542	101
20	0	101
21	0	154
22	0	154
23	0	154
24	0	154
25	0	154
26	600	154
27	0	154
28	0	211
29	0	211
30	0	211
31	0	211
32	0	211
33	0	211
34	594	211
35	0	211
36	0	259
37	0	259
38	0	259
39	406	259
40	0	259
41	0	296
42	250	296
43	0	296
44	165	316
45	104	316
46	0	328
47	163	336
48	62	336
49	67	348
50	70	358
51	68	357
52	62	367
53	130	366
54	52	371
55	109	379
56	74	389
57	87	390
58	0	401
59	94	400
60	100	400
61	106	413
62	0	419
63	114	425
64	128	425
65	0	432
66	129	440
67	0	440
68	134	447
69	131	447
70	0	462
71	142	461
72	0	461
73	140	469
74	0	469
75	139	476
76	130	476
77	0	483
78	129	489
79	0	489
80	130	503
81	127	503
82	0	508
83	121	506
84	126	506
85	0	511
86	132	516
87	0	516
88	128	529
89	138	529
90	0	534
91	139	539
92	0	539
93	141	544
94	0	544
95	134	540
96	130	540
97	0	544
98	126	556
99	0	556
100	123	560
101	123	560
102	0	563
103	119	566
104	121	566
105	0	560
106	119	572
107	119	572
108	0	574
109	132	576
110	118	576
111	0	579
112	116	581
113	117	581
114	0	582
115	117	584
116	120	584
117	0	585
118	121	587
119	119	587
120	0	588
121	120	589
122	0	589
123	131	590
124	136	590
125	0	600
126	140	591
127	0	591
128	139	591
129	0	591
130	136	591
131	139	591
132	0	591
133	141	590
134	0	590
135	142	590
136	0	590
137	143	598
138	0	598
139	143	597
140	0	597
141	143	595
142	143	595
143	0	594
144	146	592
145	0	592
146	150	590
147	0	590
148	153	587
149	0	587
150	148	584
151	0	584
152	146	581
153	0	581
154	145	578
155	146	578
156	0	574
157	142	571
158	0	571
159	137	558
160	0	558
161	134	563
162	133	563
163	0	559
164	130	554
165	0	554
166	127	550
167	130	550
168	0	545
169	127	540
170	0	540
171	129	544
172	131	544
173	0	539
174	123	525
175	119	525
176	0	520
177	120	522
178	121	522
179	0	517
180	120	511
181	0	511
182	122	505
183	117	505
184	111	491
185	0	492
186	107	486
187	105	486
188	97	480
189	0	474
190	95	469
191	91	469
192	88	463
193	90	458
194	92	452
195	90	453
196	85	441
197	83	441
198	0	436
199	85	430
200	85	430
201	91	424
202	96	418
203	104	412
204	0	405
205	110	403
206	119	403
207	0	395
208	122	380
209	119	380
210	0	370
211	115	366
212	101	366
213	90	357
214	75	349
215	72	346
216	66	334
217	69	333
218	120	327
219	57	321
220	57	310
221	110	310
222	55	300
223	105	294
224	53	288
225	105	282
226	52	273
227	106	266
228	52	261
229	106	254
230	56	248
231	111	241
232	49	231
233	99	225
234	49	217
235	98	211
236	99	203
237	47	197
238	93	185
239	89	182
240	85	173
241	80	164
242	79	155
243	73	148
244	69	139
245	69	134
246	78	125
247	94	119
248	80	111
249	84	103
250	80	94
251	79	87
252	74	80
253	46	75
254	108	72
255	0	75
