Limiar	Frequencia	Variancia
1	0	0
2	0	0
3	0	0
4	0	0
5	59	0
6	0	0
7	0	0
8	3	0
9	24	0
10	117	0
11	269	0
12	444	0
13	542	0
14	600	0
15	594	0
16	406	0
17	250	0
18	165	0
19	104	0
20	94	0
21	68	0
22	62	0
23	67	0
24	70	0
25	68	0
26	62	0
27	69	0
28	60	0
29	52	0
30	52	0
31	56	0
32	74	0
33	87	0
34	94	0
35	100	0
36	106	0
37	114	0
38	128	0
39	129	0
40	134	0
41	131	1
42	142	1
43	140	1
44	139	1
45	130	1
46	129	1
47	130	1
48	127	1
49	121	1
50	126	1
51	132	1
52	128	1
53	138	1
54	139	1
55	141	1
56	134	1
57	130	1
58	126	1
59	123	1
60	123	1
61	119	1
62	121	1
63	119	1
64	119	1
65	132	1
66	118	1
67	116	1
68	117	1
69	117	1
70	120	1
71	121	1
72	119	1
73	120	1
74	131	1
75	136	1
76	140	1
77	139	1
78	136	1
79	139	1
80	141	1
81	142	1
82	143	1
83	143	1
84	143	1
85	143	1
86	146	1
87	150	1
88	153	1
89	148	1
90	146	1
91	145	1
92	146	1
93	142	1
94	137	1
95	134	1
96	133	1
97	130	1
98	127	1
99	130	1
100	127	1
101	129	1
102	131	1
103	123	1
104	119	1
105	120	1
106	121	1
107	120	1
108	122	1
109	117	1
110	111	1
111	107	1
112	105	1
113	97	1
114	95	1
115	91	1
116	88	1
117	90	1
118	92	1
119	90	1
120	85	1
121	83	1
122	85	1
123	85	1
124	91	1
125	96	1
126	104	1
127	110	1
128	119	1
129	122	1
130	119	1
131	115	1
132	101	1
133	90	1
134	75	1
135	72	1
136	66	1
137	69	1
138	62	1
139	58	1
140	57	1
141	57	1
142	55	1
143	55	1
144	55	1
145	53	1
146	52	1
147	53	1
148	53	1
149	52	1
150	52	1
151	53	1
152	52	1
153	52	1
154	54	1
155	52	1
156	56	1
157	59	1
158	52	1
159	49	0
160	50	0
161	49	0
162	49	0
163	49	0
164	49	0
165	50	0
166	48	0
167	47	0
168	46	0
169	46	0
170	45	0
171	44	0
172	42	0
173	43	0
174	40	0
175	39	0
176	39	0
177	39	0
178	37	0
179	36	0
180	35	0
181	33	0
182	34	0
183	34	0
184	37	0
185	41	0
186	34	0
187	30	0
188	28	0
189	28	0
190	26	0
191	25	0
192	24	0
193	21	0
194	20	0
195	18	0
196	16	0
197	15	0
198	14	0
199	12	0
200	11	0
201	9	0
202	9	0
203	7	0
204	6	0
205	6	0
206	6	0
207	8	0
208	10	0
209	9	0
210	5	0
211	4	0
212	4	0
213	3	0
214	3	0
215	3	0
216	3	0
217	2	0
218	3	0
219	2	0
220	2	0
221	2	0
222	2	0
223	2	0
224	2	0
225	2	0
226	3	0
227	3	0
228	3	0
229	4	0
230	4	0
231	5	0
232	5	0
233	5	0
234	7	0
235	8	0
236	11	0
237	19	0
238	54	0
239	54	0
240	35	0
241	9	0
242	0	1
243	0	21
244	0	600
245	0	0
246	0	0
247	0	0
248	0	0
249	0	0
250	0	0
251	0	0
252	0	0
253	0	0
254	0	0
255	0	0
