Limiar	Frequencia	Variancia
1	54	0
2	0	0
3	0	13
4	0	13
5	121	13
6	0	13
7	0	43
8	0	43
9	0	43
10	0	43
11	0	43
12	0	43
13	321	43
14	0	43
15	0	113
16	0	113
17	0	113
18	0	113
19	262	113
20	0	113
21	0	168
22	0	168
23	0	168
24	0	168
25	0	168
26	0	168
27	0	168
28	323	168
29	0	168
30	0	228
31	0	228
32	0	228
33	0	228
34	0	228
35	0	228
36	0	228
37	342	228
38	0	228
39	0	288
40	0	288
41	0	288
42	0	288
43	0	288
44	0	288
45	0	288
46	0	288
47	0	288
48	0	288
49	0	288
50	0	288
51	0	288
52	600	288
53	0	288
54	0	374
55	0	374
56	0	374
57	0	374
58	0	374
59	0	374
60	298	374
61	0	374
62	0	413
63	0	413
64	0	413
65	0	413
66	247	413
67	0	413
68	0	442
69	0	442
70	0	442
71	202	442
72	0	442
73	0	463
74	0	463
75	0	463
76	187	463
77	0	463
78	0	481
79	133	481
80	0	481
81	0	501
82	0	501
83	126	501
84	0	501
85	109	504
86	0	504
87	0	521
88	81	521
89	69	521
90	0	527
91	59	532
92	48	532
93	44	536
94	36	539
95	33	542
96	32	544
97	56	546
98	23	548
99	49	551
100	41	552
101	39	555
102	43	557
103	23	558
104	52	560
105	28	570
106	30	564
107	63	574
108	30	566
109	33	568
110	33	569
111	34	580
112	34	571
113	38	582
114	39	573
115	44	584
116	40	575
117	50	585
118	50	577
119	0	587
120	41	588
121	46	588
122	43	589
123	40	589
124	40	599
125	39	590
126	35	599
127	37	590
128	41	600
129	37	590
130	37	599
131	40	590
132	41	599
133	37	589
134	37	598
135	41	588
136	42	597
137	44	587
138	39	596
139	38	585
140	40	594
141	44	593
142	42	592
143	41	591
144	42	589
145	0	588
146	48	586
147	48	586
148	48	585
149	49	583
150	0	581
151	47	579
152	47	579
153	46	585
154	47	574
155	0	572
156	49	578
157	48	578
158	48	566
159	48	572
160	0	569
161	48	557
162	47	557
163	47	563
164	51	560
165	0	556
166	50	552
167	51	552
168	54	549
169	0	544
170	58	540
171	59	540
172	0	535
173	57	530
174	56	530
175	0	533
176	65	519
177	0	519
178	65	513
179	63	513
180	0	506
181	68	507
182	0	507
183	83	500
184	0	500
185	0	491
186	96	491
187	0	491
188	0	479
189	111	479
190	0	479
191	115	466
192	0	466
193	0	458
194	107	458
195	0	458
196	0	443
197	92	443
198	0	443
199	89	430
200	0	430
201	87	424
202	0	424
203	76	410
204	0	410
205	71	398
206	0	398
207	73	387
208	0	387
209	76	374
210	0	374
211	95	367
212	0	367
213	0	350
214	0	350
215	127	350
216	0	350
217	0	332
218	0	332
219	161	332
220	0	332
221	0	301
222	0	301
223	162	301
224	0	301
225	0	276
226	0	276
227	174	276
228	0	276
229	0	242
230	0	242
231	163	242
232	0	242
233	0	213
234	0	213
235	142	213
236	0	213
237	0	183
238	0	183
239	0	183
240	171	183
241	0	183
242	0	149
243	0	149
244	165	149
245	0	149
246	0	114
247	0	114
248	160	114
249	0	114
250	0	82
251	0	82
252	155	82
253	0	82
254	0	0
255	0	0
