Limiar	Frequencia	Variancia
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	0
9	0	0
10	0	0
11	0	0
12	0	0
13	0	0
14	0	0
15	0	0
16	0	0
17	0	0
18	0	0
19	0	0
20	0	0
21	0	0
22	0	0
23	0	0
24	0	0
25	0	0
26	0	0
27	0	0
28	0	0
29	0	0
30	0	0
31	0	0
32	0	0
33	0	0
34	0	0
35	0	0
36	0	0
37	0	0
38	0	0
39	0	0
40	0	0
41	0	0
42	0	0
43	0	0
44	0	0
45	0	0
46	0	0
47	0	0
48	0	0
49	0	0
50	0	0
51	0	0
52	0	0
53	0	0
54	0	0
55	0	0
56	0	0
57	0	0
58	0	0
59	0	0
60	0	0
61	0	0
62	0	0
63	0	0
64	7	0
65	4	0
66	5	0
67	9	1
68	12	2
69	15	3
70	18	4
71	18	5
72	23	7
73	30	9
74	34	11
75	42	14
76	58	17
77	65	21
78	56	26
79	85	31
80	98	36
81	130	44
82	165	51
83	187	62
84	187	73
85	207	88
86	198	102
87	166	117
88	135	135
89	111	142
90	88	156
91	81	159
92	75	169
93	70	175
94	60	179
95	47	184
96	42	188
97	32	191
98	36	188
99	38	195
100	32	198
101	66	200
102	76	202
103	70	200
104	54	210
105	53	208
106	53	211
107	65	214
108	61	217
109	62	220
110	83	224
111	123	220
112	172	231
113	175	230
114	187	238
115	281	239
116	490	247
117	600	250
118	405	267
119	333	284
120	322	293
121	280	309
122	285	315
123	287	338
124	247	341
125	209	354
126	207	366
127	150	377
128	139	377
129	152	388
130	163	398
131	138	397
132	142	407
133	142	405
134	152	415
135	122	424
136	122	433
137	162	430
138	158	428
139	115	447
140	105	454
141	95	450
142	71	458
143	63	467
144	60	464
145	66	462
146	60	471
147	52	468
148	42	477
149	40	463
150	37	473
151	37	471
152	33	469
153	37	479
154	32	477
155	24	475
156	29	485
157	27	473
158	25	471
159	25	470
160	27	480
161	23	478
162	25	477
163	22	476
164	26	474
165	21	473
166	20	471
167	40	470
168	45	469
169	94	467
170	122	475
171	122	459
172	103	462
173	83	454
174	77	458
175	90	441
176	103	446
177	104	450
178	88	442
179	85	434
180	73	427
181	72	429
182	90	413
183	80	417
184	75	418
185	88	410
186	72	403
187	72	395
188	62	396
189	72	389
190	94	383
191	107	383
192	104	373
193	91	369
194	73	358
195	64	354
196	76	345
197	79	338
198	73	335
199	69	325
200	81	322
201	68	319
202	59	308
203	52	304
204	53	302
205	58	294
206	56	286
207	65	283
208	56	274
209	50	269
210	54	265
211	53	261
212	59	252
213	66	247
214	74	241
215	63	233
216	64	227
217	57	215
218	51	209
219	60	205
220	63	200
221	68	190
222	54	184
223	39	173
224	39	167
225	33	163
226	32	159
227	39	154
228	33	150
229	41	147
230	45	143
231	32	140
232	27	134
233	16	132
234	14	131
235	13	129
236	11	129
237	10	129
238	8	131
239	7	131
240	8	131
241	11	131
242	8	132
243	10	134
244	10	136
245	7	139
246	8	144
247	7	148
248	10	154
249	9	161
250	8	175
251	7	195
252	7	222
253	8	262
254	9	341
255	0	600
